@Epot = -3171.874 Ekin = 2.687 (T=6930K) Etot = -3169.187 kcal/mol Step = 0   #VENUS EVIBS: 0.41370222403243945 0.13398640823205293 0.0
@Epot = -3178.685 Ekin = 9.501 (T=24501K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.39546328193184993 0.15222535033264245 0.0
@Epot = -3176.841 Ekin = 7.656 (T=19743K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.04495990292413505 0.5027287293403573 0.0
@Epot = -3178.874 Ekin = 9.694 (T=24999K) Etot = -3169.180 kcal/mol Step = 0   #VENUS EVIBS: 0.5450087306434357 0.002679901621056654 0.0
@Epot = -3181.658 Ekin = 12.473 (T=32166K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.47703549777925586 0.07065313448523651 0.0
@Epot = -3180.217 Ekin = 11.031 (T=28447K) Etot = -3169.186 kcal/mol Step = 0   #VENUS EVIBS: 0.23672030678294834 0.310968325481544 0.0
@Epot = -3178.862 Ekin = 9.679 (T=24961K) Etot = -3169.183 kcal/mol Step = 0   #VENUS EVIBS: 0.12409071972193757 0.4235979125425548 0.0
@Epot = -3179.356 Ekin = 10.172 (T=26232K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.34812268970357235 0.19956594256092006 0.0
@Epot = -3175.083 Ekin = 5.898 (T=15209K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.24391007520966668 0.3037785570548257 0.0
@Epot = -3180.632 Ekin = 11.448 (T=29522K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.4992032276932391 0.048485404571253284 0.0
@Epot = -3181.815 Ekin = 12.630 (T=32570K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.005992919159061986 0.5416957131054304 0.0
@Epot = -3172.341 Ekin = 3.155 (T=8135K) Etot = -3169.187 kcal/mol Step = 0   #VENUS EVIBS: 0.36087607266073674 0.1868125596037556 0.0
@Epot = -3181.232 Ekin = 12.048 (T=31069K) Etot = -3169.184 kcal/mol Step = 0   #VENUS EVIBS: 0.020866806796965457 0.5268218254675269 0.0
@Epot = -3176.091 Ekin = 6.907 (T=17813K) Etot = -3169.183 kcal/mol Step = 0   #VENUS EVIBS: 0.11608136973149796 0.4316072625329943 0.0
@Epot = -3181.163 Ekin = 11.979 (T=30890K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.13791953245583674 0.40976909980865567 0.0
@Epot = -3177.461 Ekin = 8.272 (T=21332K) Etot = -3169.189 kcal/mol Step = 0   #VENUS EVIBS: 0.25083098619220134 0.296857646072291 0.0
@Epot = -3181.519 Ekin = 12.335 (T=31809K) Etot = -3169.185 kcal/mol Step = 0   #VENUS EVIBS: 0.022141711451642905 0.5255469208128495 0.0
@Epot = -3179.777 Ekin = 10.586 (T=27300K) Etot = -3169.190 kcal/mol Step = 0   #VENUS EVIBS: 0.3422772084977723 0.20541142376672003 0.0
